Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,total_hours,minimum_hours,maximum_hours,mean_hours,std_min,absences,absences_pct,of_absence,total_absences,Expected_time_vs_real_time,Expected_vacations_time_vs_real_time,cl
25.0,Yes,Travel_Rarely,Sales,16.0,Master,Life Sciences,1,2234,Male,2,Research Scientist,Married,198590.0,3.0,Y,19.0,8.0,0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2,3,1632.0,6.3677777777777775,7.9433333333333325,7.192777777777778,17.666666666666668,19.0,0.07630522088353414,12.0,31.0,0.8192771084337349,0.8869565217391304,3
37.0,No,Non-Travel,Sales,8.0,Master,Medical,1,2235,Male,1,Healthcare Representative,Single,75870.0,0.0,Y,22.0,8.0,1,7.0,5.0,6.0,1.0,3.0,3.0,3.0,1.0,3,4,1824.0,6.762222222222222,8.249722222222221,7.562222222222222,17.316666666666666,7.0,0.028112449799196783,12.0,19.0,0.9156626506024096,0.9421487603305784,1
56.0,No,Travel_Rarely,Research & Development,10.0,Master,Other,1,2236,Male,2,Sales Representative,Married,42580.0,2.0,Y,16.0,8.0,0,5.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,3,3,1512.0,5.796944444444446,7.482222222222222,6.6066666666666665,18.3,20.0,0.08032128514056225,12.0,32.0,0.7590361445783133,0.8253275109170306,2
47.0,No,Travel_Rarely,Research & Development,3.0,College,Medical,1,2237,Male,2,Laboratory Technician,Married,43640.0,3.0,Y,11.0,8.0,1,26.0,3.0,20.0,5.0,6.0,1.0,3.0,4.0,3,3,1464.0,5.576944444444443,7.162222222222222,6.341666666666668,17.716666666666665,17.0,0.06827309236947791,12.0,29.0,0.7349397590361446,0.7887931034482759,3
24.0,No,Travel_Rarely,Research & Development,5.0,Below,Other,1,2238,Male,1,Manufacturing Director,Married,43350.0,1.0,Y,15.0,8.0,1,5.0,5.0,5.0,0.0,3.0,4.0,3.0,3.0,3,3,2376.0,8.840555555555557,10.782777777777778,9.695555555555558,18.983333333333334,2.0,0.008032128514056224,12.0,14.0,1.1927710843373494,1.2024291497975708,1
32.0,No,Travel_Rarely,Sales,4.0,Bachelor,Marketing,1,2239,Male,1,Research Scientist,Married,53260.0,4.0,Y,14.0,8.0,1,7.0,2.0,4.0,0.0,3.0,4.0,4.0,2.0,3,3,1752.0,6.6580555555555545,8.321944444444442,7.510277777777778,18.7,14.0,0.056224899598393566,12.0,26.0,0.8795180722891566,0.9319148936170212,2
34.0,No,Travel_Rarely,Research & Development,9.0,College,Medical,1,2240,Male,1,Sales Executive,Married,32800.0,5.0,Y,13.0,8.0,0,7.0,3.0,5.0,0.0,2.0,4.0,2.0,2.0,3,3,1488.0,5.227222222222221,6.913055555555554,6.132222222222223,18.816666666666666,6.0,0.024096385542168683,12.0,18.0,0.7469879518072289,0.7654320987654321,2
41.0,No,Travel_Rarely,Research & Development,26.0,Bachelor,Medical,1,2241,Female,3,Sales Executive,Married,54850.0,2.0,Y,17.0,8.0,2,7.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3,3,2496.0,9.751944444444444,11.229444444444445,10.501111111111113,18.58333333333333,10.0,0.04016064257028112,12.0,22.0,1.2530120481927711,1.3054393305439331,0
40.0,No,Non-Travel,Sales,3.0,College,Life Sciences,1,2242,Male,1,Sales Executive,Divorced,43420.0,3.0,Y,11.0,8.0,1,11.0,6.0,8.0,0.0,7.0,3.0,3.0,4.0,2,3,1488.0,5.5938888888888885,7.123333333333332,6.365277777777778,17.483333333333334,13.0,0.052208835341365466,12.0,25.0,0.7469879518072289,0.7881355932203391,2
31.0,No,Travel_Rarely,Research & Development,16.0,Bachelor,Medical,1,2243,Male,2,Human Resources,Divorced,27820.0,1.0,Y,19.0,8.0,1,13.0,5.0,13.0,9.0,9.0,1.0,4.0,3.0,3,3,1512.0,5.979166666666668,7.4975,6.7283333333333335,16.433333333333334,21.0,0.08433734939759037,12.0,33.0,0.7590361445783133,0.8289473684210527,1
46.0,Yes,Travel_Rarely,Research & Development,18.0,Below,Medical,1,2244,Male,1,Manufacturing Director,Divorced,59800.0,4.0,Y,11.0,8.0,1,28.0,2.0,7.0,4.0,3.0,1.0,4.0,4.0,3,3,1536.0,5.640555555555554,7.421388888888888,6.684444444444446,18.53333333333333,19.0,0.07630522088353414,12.0,31.0,0.7710843373493976,0.8347826086956521,3
39.0,Yes,Non-Travel,Research & Development,2.0,Master,Medical,1,2245,Male,2,Manufacturing Director,Single,43810.0,2.0,Y,15.0,8.0,2,11.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2,3,2280.0,8.657222222222222,10.379722222222222,9.386111111111113,17.883333333333333,6.0,0.024096385542168683,12.0,18.0,1.144578313253012,1.1728395061728396,0
31.0,Yes,Travel_Frequently,Sales,2.0,Bachelor,Medical,1,2246,Male,2,Sales Executive,Single,25720.0,1.0,Y,13.0,8.0,3,10.0,3.0,10.0,4.0,7.0,3.0,2.0,3.0,3,3,1632.0,5.830277777777778,7.53,6.7941666666666665,17.6,6.0,0.024096385542168683,12.0,18.0,0.8192771084337349,0.8395061728395061,1
45.0,No,Travel_Rarely,Sales,10.0,College,Marketing,1,2247,Male,1,Sales Executive,Divorced,38330.0,2.0,Y,14.0,8.0,0,24.0,1.0,7.0,0.0,7.0,2.0,1.0,3.0,3,3,2520.0,9.921666666666667,11.169166666666667,10.508333333333333,16.733333333333334,9.0,0.03614457831325301,12.0,21.0,1.2650602409638554,1.3125,0
31.0,No,Travel_Rarely,Research & Development,16.0,Master,Life Sciences,1,2248,Male,3,Human Resources,Single,42440.0,9.0,Y,13.0,8.0,0,8.0,3.0,3.0,0.0,2.0,4.0,2.0,3.0,3,3,1560.0,5.774722222222223,7.600833333333332,6.730277777777778,19.58333333333333,17.0,0.06827309236947791,12.0,29.0,0.7831325301204819,0.8405172413793104,2
31.0,Yes,Travel_Frequently,Research & Development,7.0,Master,Life Sciences,1,2249,Male,1,Laboratory Technician,Married,65000.0,6.0,Y,23.0,8.0,1,7.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,3,4,2520.0,9.510555555555557,11.1875,10.276388888888887,17.55,3.0,0.012048192771084338,12.0,15.0,1.2650602409638554,1.2804878048780488,0
45.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,1,2250,Female,1,Research Scientist,Married,184300.0,4.0,Y,12.0,8.0,1,10.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0,3,3,2496.0,9.8,11.599166666666667,10.565833333333334,18.683333333333334,12.0,0.04819277108433735,12.0,24.0,1.2530120481927711,1.3164556962025316,3
48.0,No,Travel_Rarely,Research & Development,24.0,Bachelor,Technical Degree,1,2251,Male,2,Research Scientist,Divorced,16010.0,4.0,Y,12.0,8.0,0,15.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3,3,1680.0,6.138611111111112,8.085555555555555,7.0858333333333325,20.08333333333333,10.0,0.04016064257028112,12.0,22.0,0.8433734939759037,0.8786610878661087,0
34.0,Yes,Travel_Rarely,Research & Development,7.0,Master,Medical,1,2252,Male,2,Research Scientist,Married,26940.0,1.0,Y,16.0,8.0,1,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3,3,1728.0,6.701944444444443,8.571111111111113,7.422777777777778,18.2,15.0,0.060240963855421686,12.0,27.0,0.8674698795180723,0.9230769230769232,1
40.0,No,Non-Travel,Research & Development,25.0,Master,Other,1,2253,Female,1,Sales Executive,Divorced,31490.0,2.0,Y,15.0,8.0,1,16.0,1.0,9.0,4.0,8.0,4.0,2.0,3.0,2,3,1896.0,7.174166666666666,8.725,7.985,17.0,10.0,0.04016064257028112,12.0,22.0,0.9518072289156626,0.99163179916318,2
28.0,No,Travel_Rarely,Research & Development,1.0,College,Technical Degree,1,2254,Female,1,Research Scientist,Single,176390.0,0.0,Y,13.0,8.0,1,6.0,0.0,5.0,1.0,3.0,4.0,1.0,3.0,3,3,1584.0,5.723333333333334,7.3825,6.513888888888888,17.266666666666666,4.0,0.01606425702811245,12.0,16.0,0.7951807228915663,0.8081632653061225,1
44.0,No,Non-Travel,Research & Development,5.0,Bachelor,Life Sciences,1,2255,Male,1,Laboratory Technician,Single,23190.0,3.0,Y,18.0,8.0,0,7.0,4.0,5.0,0.0,3.0,3.0,3.0,3.0,2,3,1512.0,5.905555555555557,7.551388888888888,6.589444444444443,17.016666666666666,18.0,0.07228915662650602,12.0,30.0,0.7590361445783133,0.8181818181818182,2
53.0,No,Travel_Rarely,Research & Development,2.0,Master,Technical Degree,1,2256,Male,2,Manager,Single,116910.0,4.0,Y,20.0,8.0,0,35.0,2.0,9.0,8.0,8.0,4.0,2.0,2.0,3,4,1560.0,5.998611111111112,7.563333333333333,6.901666666666666,17.566666666666666,21.0,0.08433734939759037,12.0,33.0,0.7831325301204819,0.8552631578947368,3
49.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Life Sciences,1,2257,Male,3,Laboratory Technician,Married,53240.0,2.0,Y,19.0,8.0,0,20.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1,3,1608.0,5.86,7.540277777777778,6.786111111111111,17.4,9.0,0.03614457831325301,12.0,21.0,0.8072289156626506,0.8375,0
40.0,No,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,1,2258,Male,3,Laboratory Technician,Divorced,167520.0,2.0,Y,18.0,8.0,1,8.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,3,3,1488.0,5.564722222222222,7.336111111111111,6.5088888888888885,18.416666666666668,20.0,0.08032128514056225,12.0,32.0,0.7469879518072289,0.8122270742358079,3
44.0,No,Travel_Rarely,Research & Development,5.0,Below,Other,1,2259,Male,3,Research Scientist,Single,52280.0,1.0,Y,13.0,8.0,0,6.0,2.0,5.0,1.0,3.0,4.0,2.0,2.0,4,3,1584.0,6.080555555555557,7.637222222222222,6.917222222222222,17.333333333333332,17.0,0.06827309236947791,12.0,29.0,0.7951807228915663,0.8534482758620692,2
33.0,No,Travel_Frequently,Human Resources,10.0,Bachelor,Medical,1,2260,Female,2,Sales Executive,Married,27000.0,0.0,Y,14.0,8.0,3,5.0,2.0,4.0,0.0,3.0,4.0,1.0,3.0,3,3,1680.0,6.399722222222223,8.164722222222222,7.285833333333334,18.433333333333334,18.0,0.07228915662650602,12.0,30.0,0.8433734939759037,0.9090909090909092,1
34.0,No,Travel_Rarely,Research & Development,10.0,Master,Life Sciences,1,2261,Female,1,Sales Representative,Single,192460.0,3.0,Y,15.0,8.0,1,15.0,5.0,13.0,3.0,12.0,4.0,1.0,3.0,3,3,1656.0,6.070833333333334,7.9925,6.873611111111112,17.7,6.0,0.024096385542168683,12.0,18.0,0.8313253012048193,0.8518518518518519,3
30.0,No,Travel_Rarely,Sales,1.0,College,Technical Degree,1,2262,Male,1,Laboratory Technician,Married,25060.0,8.0,Y,22.0,8.0,0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3,4,1392.0,5.183055555555557,7.0219444444444425,6.1275,17.3,18.0,0.07228915662650602,12.0,30.0,0.6987951807228916,0.7532467532467533,2
42.0,No,Travel_Frequently,Research & Development,8.0,Master,Medical,1,2263,Female,1,Sales Executive,Single,60620.0,1.0,Y,22.0,8.0,2,12.0,2.0,12.0,5.0,8.0,1.0,4.0,3.0,3,4,1752.0,6.423333333333333,8.095277777777778,7.286111111111111,17.85,8.0,0.0321285140562249,12.0,20.0,0.8795180722891566,0.908713692946058,1
44.0,No,Travel_Frequently,Research & Development,5.0,Bachelor,Life Sciences,1,2264,Female,5,Manufacturing Director,Married,43820.0,7.0,Y,16.0,8.0,2,11.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,3,3,1776.0,6.681111111111112,8.367222222222223,7.600555555555554,17.983333333333334,13.0,0.052208835341365466,12.0,25.0,0.891566265060241,0.940677966101695,2
30.0,No,Non-Travel,Research & Development,8.0,Bachelor,Life Sciences,1,2265,Male,1,Manufacturing Director,Divorced,21430.0,1.0,Y,17.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,3,3,1464.0,5.518055555555557,7.2,6.172777777777778,17.8,10.0,0.04016064257028112,12.0,22.0,0.7349397590361446,0.7656903765690377,1
57.0,No,Travel_Rarely,Sales,2.0,Below,Life Sciences,1,2266,Male,3,Research Scientist,Married,61620.0,0.0,Y,14.0,8.0,0,13.0,5.0,12.0,2.0,8.0,2.0,3.0,2.0,2,3,1752.0,6.565277777777778,8.415555555555555,7.604166666666668,17.816666666666666,17.0,0.06827309236947791,12.0,29.0,0.8795180722891566,0.9439655172413792,1
49.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Technical Degree,1,2267,Female,2,Sales Executive,Divorced,50940.0,3.0,Y,15.0,8.0,0,29.0,5.0,8.0,0.0,7.0,3.0,2.0,3.0,3,3,1560.0,6.173055555555557,7.746111111111111,6.907222222222222,17.15,21.0,0.08433734939759037,12.0,33.0,0.7831325301204819,0.8552631578947368,3
34.0,No,Travel_Frequently,Research & Development,2.0,Master,Medical,1,2268,Female,2,Sales Representative,Divorced,68770.0,7.0,Y,20.0,8.0,0,16.0,3.0,14.0,6.0,9.0,2.0,1.0,2.0,3,4,1416.0,5.481944444444443,7.275833333333333,6.293333333333332,18.383333333333333,24.0,0.0963855421686747,12.0,36.0,0.7108433734939759,0.7866666666666666,3
28.0,Yes,Travel_Frequently,Research & Development,2.0,Bachelor,Medical,1,2269,Male,1,Research Scientist,Married,22740.0,3.0,Y,20.0,8.0,1,5.0,5.0,3.0,1.0,2.0,1.0,3.0,4.0,3,4,1536.0,5.5844444444444425,7.38,6.4927777777777775,18.33333333333333,9.0,0.03614457831325301,12.0,21.0,0.7710843373493976,0.8,2
29.0,Yes,Travel_Frequently,Research & Development,28.0,Bachelor,Medical,1,2270,Female,5,Research Scientist,Single,44340.0,5.0,Y,17.0,8.0,3,7.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,3,3,1776.0,6.9305555555555545,8.498611111111114,7.808888888888888,17.033333333333335,20.0,0.08032128514056225,12.0,32.0,0.891566265060241,0.9694323144104804,0
34.0,Yes,Travel_Rarely,Research & Development,7.0,Below,Medical,1,2271,Male,1,Research Scientist,Single,62880.0,0.0,Y,15.0,8.0,1,16.0,2.0,15.0,10.0,10.0,1.0,2.0,4.0,3,3,1968.0,7.696666666666666,9.230277777777776,8.526944444444442,17.116666666666667,16.0,0.0642570281124498,12.0,28.0,0.9879518072289156,1.055793991416309,1
35.0,No,Travel_Rarely,Sales,7.0,Master,Other,1,2272,Female,4,Healthcare Representative,Married,25530.0,1.0,Y,14.0,8.0,1,1.0,4.0,1.0,0.0,0.0,4.0,3.0,3.0,2,3,1488.0,5.676388888888888,7.438611111111111,6.614722222222222,18.316666666666666,22.0,0.08835341365461848,12.0,34.0,0.7469879518072289,0.8193832599118943,1
24.0,Yes,Travel_Frequently,Sales,3.0,Bachelor,Life Sciences,1,2273,Male,2,Research Scientist,Single,76540.0,2.0,Y,17.0,8.0,1,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,2,3,2040.0,7.711944444444446,9.176111111111112,8.507777777777777,17.633333333333333,8.0,0.0321285140562249,12.0,20.0,1.0240963855421688,1.058091286307054,0
24.0,No,Non-Travel,Research & Development,10.0,Bachelor,Life Sciences,1,2274,Female,2,Manager,Married,51600.0,1.0,Y,17.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,2.0,3.0,1,3,1776.0,6.6,7.993888888888888,7.406111111111111,16.1,7.0,0.028112449799196783,12.0,19.0,0.891566265060241,0.9173553719008264,1
44.0,No,Travel_Frequently,Research & Development,5.0,College,Medical,1,2275,Female,2,Research Scientist,Single,171590.0,5.0,Y,22.0,8.0,1,16.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2,4,2400.0,9.4125,11.040555555555557,10.296111111111113,16.35,15.0,0.060240963855421686,12.0,27.0,1.2048192771084338,1.2820512820512822,3
29.0,No,Travel_Rarely,Sales,10.0,College,Life Sciences,1,2276,Female,1,Sales Executive,Divorced,128080.0,1.0,Y,13.0,8.0,0,10.0,6.0,10.0,0.0,4.0,3.0,3.0,3.0,3,3,1632.0,6.303333333333334,7.643055555555557,6.98,17.85,13.0,0.052208835341365466,12.0,25.0,0.8192771084337349,0.8644067796610171,1
30.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,1,2277,Male,3,Sales Executive,Divorced,102210.0,0.0,Y,19.0,8.0,1,6.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,3,3,1392.0,5.240277777777779,7.220277777777778,6.101111111111112,18.65,18.0,0.07228915662650602,12.0,30.0,0.6987951807228916,0.7532467532467533,1
55.0,No,Travel_Rarely,Sales,20.0,Bachelor,Marketing,1,2278,Male,2,Research Scientist,Married,47790.0,0.0,Y,14.0,8.0,1,4.0,6.0,3.0,1.0,2.0,4.0,3.0,3.0,3,3,2592.0,9.879722222222222,11.426388888888885,10.700833333333334,16.533333333333335,6.0,0.024096385542168683,12.0,18.0,1.3012048192771084,1.3333333333333333,1
33.0,No,Travel_Rarely,Research & Development,7.0,College,Life Sciences,1,2279,Male,2,Research Scientist,Married,37370.0,8.0,Y,22.0,8.0,2,8.0,2.0,5.0,0.0,2.0,1.0,2.0,3.0,3,4,1800.0,7.185277777777778,8.733888888888886,7.8975,17.233333333333334,19.0,0.07630522088353414,12.0,31.0,0.9036144578313252,0.9782608695652174,2
47.0,No,Travel_Rarely,Research & Development,8.0,Master,Medical,1,2280,Female,2,Sales Representative,Married,23660.0,3.0,Y,17.0,8.0,0,11.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,2,3,2496.0,9.983888888888886,11.551388888888885,10.883888888888887,17.05,18.0,0.07228915662650602,12.0,30.0,1.2530120481927711,1.3506493506493509,0
28.0,Yes,Travel_Frequently,Sales,1.0,Bachelor,Marketing,1,2281,Male,2,Laboratory Technician,Single,17060.0,7.0,Y,12.0,8.0,0,8.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,3,3,1752.0,6.740555555555557,8.35,7.586666666666668,17.616666666666667,16.0,0.0642570281124498,12.0,28.0,0.8795180722891566,0.9399141630901288,2
28.0,No,Travel_Rarely,Sales,8.0,Master,Marketing,1,2282,Male,1,Laboratory Technician,Divorced,163070.0,1.0,Y,16.0,8.0,0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,2,3,1440.0,5.243611111111111,6.921388888888888,6.109166666666668,17.966666666666665,13.0,0.052208835341365466,12.0,25.0,0.7228915662650602,0.7627118644067796,1
28.0,No,Travel_Frequently,Research & Development,9.0,Bachelor,Life Sciences,1,2283,Female,2,Sales Executive,Single,59330.0,0.0,Y,11.0,8.0,0,5.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,3,3,1632.0,6.045555555555557,7.760277777777778,7.035555555555557,19.566666666666666,14.0,0.056224899598393566,12.0,26.0,0.8192771084337349,0.8680851063829788,1
49.0,No,Travel_Rarely,Research & Development,5.0,Master,Life Sciences,1,2284,Female,1,Research Scientist,Married,34240.0,4.0,Y,11.0,8.0,0,10.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3,3,1464.0,5.4575,7.137222222222222,6.407222222222222,17.85,19.0,0.07630522088353414,12.0,31.0,0.7349397590361446,0.7956521739130434,2
29.0,No,Travel_Frequently,Research & Development,8.0,Below,Medical,1,2285,Male,1,Research Scientist,Married,40370.0,0.0,Y,14.0,8.0,0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,3.0,1,3,1608.0,6.073888888888888,7.987777777777778,7.116944444444443,18.15,20.0,0.08032128514056225,12.0,32.0,0.8072289156626506,0.8777292576419214,1
28.0,No,Travel_Rarely,Research & Development,5.0,Below,Technical Degree,1,2286,Male,2,Laboratory Technician,Married,25590.0,1.0,Y,11.0,8.0,0,8.0,3.0,8.0,1.0,7.0,3.0,2.0,2.0,2,3,1440.0,5.151944444444443,6.828888888888889,5.9863888888888885,17.316666666666666,5.0,0.02008032128514056,12.0,17.0,0.7228915662650602,0.7377049180327869,1
33.0,No,Travel_Rarely,Research & Development,15.0,Master,Life Sciences,1,2287,Female,1,Sales Executive,Single,62010.0,2.0,Y,15.0,8.0,3,14.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,2,3,2040.0,7.764166666666667,9.332222222222224,8.4925,17.75,7.0,0.028112449799196783,12.0,19.0,1.0240963855421688,1.0537190082644627,0
32.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Life Sciences,1,2288,Female,3,Laboratory Technician,Single,44030.0,2.0,Y,20.0,8.0,0,10.0,3.0,5.0,0.0,0.0,3.0,4.0,4.0,2,4,1704.0,6.6883333333333335,8.386666666666667,7.435833333333332,17.25,19.0,0.07630522088353414,12.0,31.0,0.8554216867469879,0.9260869565217392,0
54.0,No,Travel_Frequently,Sales,10.0,Bachelor,Life Sciences,1,2289,Female,4,Research Scientist,Divorced,37610.0,3.0,Y,12.0,8.0,0,26.0,3.0,14.0,1.0,12.0,2.0,4.0,3.0,2,3,1584.0,6.204722222222222,7.645833333333332,6.972777777777778,17.866666666666667,19.0,0.07630522088353414,12.0,31.0,0.7951807228915663,0.8608695652173913,3
29.0,Yes,Travel_Rarely,Research & Development,5.0,Bachelor,Life Sciences,1,2290,Female,2,Research Scientist,Single,109340.0,6.0,Y,17.0,8.0,2,11.0,2.0,9.0,0.0,7.0,1.0,1.0,1.0,3,3,1536.0,5.726388888888889,7.453888888888889,6.550833333333332,18.4,14.0,0.056224899598393566,12.0,26.0,0.7710843373493976,0.8170212765957446,2
44.0,No,Travel_Rarely,Sales,26.0,Below,Marketing,1,2291,Male,1,Sales Representative,Married,107610.0,3.0,Y,11.0,8.0,1,24.0,5.0,20.0,14.0,17.0,4.0,1.0,4.0,2,3,1896.0,6.907777777777778,8.659166666666666,7.896388888888889,18.8,7.0,0.028112449799196783,12.0,19.0,0.9518072289156626,0.9793388429752066,3
39.0,No,Travel_Rarely,Sales,6.0,Below,Technical Degree,1,2292,Female,2,Laboratory Technician,Single,51750.0,4.0,Y,17.0,8.0,1,9.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4,3,1656.0,6.2205555555555545,7.8291666666666675,7.128333333333333,17.366666666666667,14.0,0.056224899598393566,12.0,26.0,0.8313253012048193,0.8808510638297873,2
46.0,No,Travel_Rarely,Research & Development,4.0,College,Life Sciences,1,2293,Male,3,Manufacturing Director,Married,138260.0,8.0,Y,11.0,8.0,0,23.0,1.0,13.0,5.0,1.0,3.0,2.0,4.0,2,3,1704.0,6.2333333333333325,8.106111111111113,7.025277777777778,19.433333333333334,6.0,0.024096385542168683,12.0,18.0,0.8554216867469879,0.8765432098765432,3
35.0,No,Travel_Rarely,Research & Development,23.0,Master,Life Sciences,1,2294,Male,2,Research Scientist,Single,63340.0,1.0,Y,14.0,8.0,0,11.0,2.0,11.0,3.0,3.0,4.0,2.0,1.0,4,3,1488.0,5.481111111111112,7.006666666666668,6.211111111111111,18.116666666666667,8.0,0.0321285140562249,12.0,20.0,0.7469879518072289,0.7717842323651453,1
23.0,No,Travel_Rarely,Research & Development,2.0,Master,Medical,1,2295,Female,2,Manager,Single,49360.0,0.0,Y,19.0,8.0,1,5.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,2,3,1824.0,6.618611111111112,8.692777777777778,7.679722222222222,19.883333333333333,9.0,0.03614457831325301,12.0,21.0,0.9156626506024096,0.95,1
40.0,Yes,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,1,2296,Male,2,Research Director,Single,47750.0,3.0,Y,15.0,8.0,1,15.0,3.0,5.0,1.0,0.0,4.0,1.0,1.0,4,3,1824.0,6.817777777777778,8.652222222222223,7.591111111111112,18.916666666666668,8.0,0.0321285140562249,12.0,20.0,0.9156626506024096,0.946058091286307,0
34.0,No,Travel_Rarely,Human Resources,2.0,Bachelor,Other,1,2297,Male,2,Manufacturing Director,Married,28180.0,1.0,Y,13.0,8.0,1,10.0,2.0,10.0,8.0,6.0,4.0,3.0,3.0,3,3,2472.0,9.499444444444443,11.115,10.29,18.016666666666666,8.0,0.0321285140562249,12.0,20.0,1.2409638554216869,1.2821576763485478,1
31.0,Yes,Travel_Frequently,Research & Development,29.0,Bachelor,Life Sciences,1,2298,Female,2,Healthcare Representative,Single,25150.0,1.0,Y,14.0,8.0,0,7.0,3.0,7.0,7.0,7.0,4.0,3.0,1.0,2,3,1440.0,5.543611111111112,7.092222222222222,6.365833333333334,17.283333333333335,21.0,0.08433734939759037,12.0,33.0,0.7228915662650602,0.7894736842105263,1
50.0,No,Travel_Frequently,Research & Development,6.0,Bachelor,Medical,1,2299,Male,1,Manager,Single,23420.0,1.0,Y,12.0,8.0,1,32.0,2.0,32.0,13.0,9.0,3.0,4.0,3.0,2,3,2328.0,9.185833333333333,10.776944444444444,9.99,18.733333333333334,14.0,0.056224899598393566,12.0,26.0,1.1686746987951808,1.2382978723404254,1
34.0,No,Travel_Rarely,Sales,25.0,Doctor,Marketing,1,2300,Female,1,Research Scientist,Married,41940.0,0.0,Y,17.0,8.0,2,12.0,3.0,11.0,5.0,7.0,2.0,3.0,3.0,3,3,2496.0,9.641666666666667,11.211388888888886,10.499444444444443,17.216666666666665,9.0,0.03614457831325301,12.0,21.0,1.2530120481927711,1.3,1
42.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,1,2301,Female,1,Manufacturing Director,Married,106850.0,4.0,Y,11.0,8.0,3,4.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,1584.0,5.649444444444446,7.451666666666667,6.572222222222222,18.483333333333334,7.0,0.028112449799196783,12.0,19.0,0.7951807228915663,0.8181818181818182,2
37.0,No,Travel_Rarely,Research & Development,2.0,College,Medical,1,2302,Male,1,Research Scientist,Married,20220.0,1.0,Y,12.0,8.0,0,10.0,1.0,10.0,3.0,7.0,1.0,4.0,3.0,3,3,1896.0,7.230555555555554,8.812222222222221,8.039166666666668,17.033333333333335,13.0,0.052208835341365466,12.0,25.0,0.9518072289156626,1.0042372881355932,1
29.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,1,2303,Female,1,Manager,Married,23140.0,3.0,Y,13.0,8.0,0,9.0,5.0,7.0,0.0,7.0,3.0,1.0,3.0,4,3,1440.0,5.344166666666666,6.980277777777778,6.173055555555557,17.25,13.0,0.052208835341365466,12.0,25.0,0.7228915662650602,0.7627118644067796,2
33.0,No,Travel_Rarely,Research & Development,1.0,Below,Life Sciences,1,2304,Male,1,Research Scientist,Single,42560.0,1.0,Y,13.0,8.0,3,5.0,1.0,5.0,0.0,2.0,4.0,2.0,3.0,3,3,1728.0,6.142777777777778,7.948611111111112,7.2027777777777775,18.066666666666666,8.0,0.0321285140562249,12.0,20.0,0.8674698795180723,0.8962655601659751,1
45.0,No,Travel_Rarely,Sales,3.0,Bachelor,Life Sciences,1,2305,Male,3,Laboratory Technician,Married,35800.0,4.0,Y,20.0,8.0,1,8.0,1.0,5.0,0.0,3.0,4.0,4.0,3.0,2,4,1344.0,5.195555555555557,6.796944444444446,5.980555555555554,18.133333333333333,21.0,0.08433734939759037,12.0,33.0,0.6746987951807228,0.7368421052631579,2
